Time,Temperature (°C),Humidity (%),Sensor 0 (V),Sensor 1 (V),Sensor 2 (V),Sensor 3 (V),Sensor 4 (V),Sensor 5 (V),Sensor 6 (V),Sensor 7 (V)
0,0.56139,0.57839,0.56489,0.56927,0.56552,0.56514,0.59027,0.55839
1,0.57414,0.56114,0.57827,0.56427,0.55977,0.59877,0.54752,0.59827
2,0.57314,0.57177,0.56289,0.57864,0.59814,0.54052,0.59114,0.54452
3,0.56039,0.57614,0.56864,0.56489,0.54902,0.56989,0.56402,0.56614
4,0.57589,0.56077,0.57739,0.56577,0.56289,0.59702,0.55214,0.59989
5,0.57177,0.57402,0.56152,0.57889,0.59864,0.53877,0.59489,0.54289
6,0.56102,0.57439,0.57064,0.56339,0.54514,0.57527,0.55614,0.56627
7,0.57689,0.56089,0.57677,0.56739,0.56589,0.59027,0.55739,0.60002
8,0.56977,0.57564,0.56077,0.57814,0.59927,0.54002,0.59714,0.54127
9,0.56164,0.57227,0.57227,0.56214,0.54339,0.58164,0.54914,0.56914
10,0.57789,0.56064,0.57527,0.56902,0.56914,0.56564,0.56489,0.59002
11,0.56527,0.57839,0.56077,0.57539,0.58827,0.55827,0.59914,0.54752
12,0.56752,0.56489,0.57802,0.56089,0.55689,0.60002,0.54452,0.59839
13,0.57439,0.57064,0.56377,0.57802,0.59639,0.55064,0.59627,0.54327
14,0.56477,0.56877,0.57489,0.56152,0.56102,0.59414,0.55164,0.59677
15,0.57189,0.57314,0.56164,0.57639,0.55214,0.56739,0.57077,0.56477
16,0.57439,0.56089,0.57739,0.57014,0.59464,0.54239,0.58502,0.54802
17,0.56127,0.57577,0.56914,0.56202,0.57127,0.56302,0.56452,0.58552
18,0.56514,0.57714,0.56164,0.56602,0.56639,0.57889,0.56214,0.59489
19,0.56739,0.57677,0.56077,0.56489,0.54589,0.57414,0.55889,0.56589
20,0.57752,0.56014,0.57352,0.57327,0.58352,0.56077,0.59927,0.54977
21,0.57052,0.56264,0.57464,0.56927,0.57302,0.56039,0.56564,0.58352
22,0.56327,0.57802,0.56514,0.56289,0.53977,0.59264,0.54377,0.57827
23,0.57852,0.56364,0.56027,0.57927,0.59952,0.54639,0.59827,0.53827
24,0.56427,0.56839,0.57602,0.56552,0.56539,0.58227,0.56152,0.59777
25,0.56602,0.57777,0.56464,0.56239,0.54014,0.59052,0.54539,0.57577
26,0.57864,0.56214,0.55877,0.57814,0.59739,0.55227,0.59977,0.53939
27,0.56602,0.56639,0.57239,0.57277,0.58602,0.54639,0.57289,0.56014
28,0.56089,0.57914,0.56814,0.56039,0.54177,0.58939,0.54464,0.57602
29,0.57902,0.56514,0.56564,0.57627,0.59989,0.53952,0.59627,0.54127
30,0.56164,0.57114,0.57677,0.55814,0.55614,0.60114,0.54427,0.59827
31,0.57314,0.57677,0.55989,0.57214,0.57339,0.56514,0.59427,0.55339
32,0.57064,0.56264,0.57689,0.56802,0.57664,0.55614,0.56652,0.57864
33,0.56302,0.57977,0.56677,0.56127,0.54177,0.58689,0.54527,0.57277
34,0.57864,0.56489,0.56627,0.57577,0.59764,0.53939,0.59502,0.54252
35,0.56102,0.56977,0.57839,0.55952,0.56127,0.59839,0.54964,0.60014
36,0.57227,0.57914,0.56102,0.56752,0.55064,0.56902,0.56927,0.56489
37,0.57564,0.56277,0.56889,0.57452,0.59664,0.54189,0.58714,0.54539
38,0.56077,0.57264,0.57589,0.55764,0.55327,0.60014,0.54227,0.59827
39,0.57439,0.57714,0.56064,0.57027,0.56327,0.56589,0.58727,0.55852
40,0.57327,0.56164,0.57277,0.57252,0.58964,0.54427,0.57727,0.55302
41,0.56014,0.57639,0.57339,0.55789,0.54439,0.59952,0.53864,0.59464
42,0.57702,0.57739,0.56027,0.56989,0.56614,0.56514,0.58914,0.55877
43,0.57264,0.56214,0.57064,0.57477,0.59514,0.54202,0.58589,0.54652
44,0.56039,0.56977,0.57777,0.55952,0.56039,0.60002,0.54789,0.59927
45,0.57227,0.57927,0.56877,0.55939,0.53902,0.59227,0.54314,0.57802
46,0.57977,0.56639,0.57302,0.57877,0.60052,0.53902,0.59702,0.54039
47,0.56389,0.57052,0.58639,0.56102,0.55939,0.59989,0.54627,0.59902
48,0.57302,0.57827,0.56739,0.57252,0.56877,0.56439,0.59077,0.55664
49,0.57364,0.56289,0.58502,0.56977,0.58052,0.55114,0.56789,0.57139
50,0.56314,0.57952,0.57589,0.56189,0.54127,0.59177,0.54427,0.57802
51,0.57964,0.56577,0.57377,0.57827,0.60052,0.54002,0.59727,0.54114
52,0.56302,0.57052,0.58564,0.56152,0.55927,0.60114,0.54677,0.59952
53,0.57364,0.57739,0.56827,0.57264,0.57039,0.56589,0.59064,0.55739
54,0.57364,0.56214,0.58414,0.57177,0.58039,0.55139,0.56727,0.57189
55,0.56289,0.58002,0.57664,0.56152,0.54052,0.59114,0.54414,0.57752
56,0.58039,0.56689,0.57389,0.57789,0.60052,0.54102,0.59827,0.54164
57,0.56377,0.57239,0.58614,0.56127,0.56027,0.60177,0.54639,0.60064
58,0.57439,0.57752,0.56827,0.57389,0.57014,0.56514,0.59152,0.55764
59,0.57427,0.56364,0.58552,0.57152,0.58139,0.55177,0.56814,0.57152
60,0.56439,0.58014,0.57677,0.56277,0.54114,0.59114,0.54452,0.57814
61,0.58102,0.56752,0.57489,0.57952,0.60127,0.54039,0.59814,0.54152
62,0.56427,0.57189,0.58714,0.56189,0.56052,0.60189,0.54814,0.60064
63,0.57427,0.57789,0.56939,0.57377,0.56864,0.56602,0.59189,0.55914
64,0.57502,0.56364,0.58514,0.57202,0.58177,0.55202,0.56939,0.57152
65,0.56439,0.58114,0.57814,0.56339,0.54114,0.59289,0.54489,0.57977
66,0.58027,0.56727,0.57364,0.57864,0.60177,0.54039,0.59789,0.54114
67,0.56389,0.57164,0.58702,0.56039,0.56064,0.60139,0.54877,0.60064
68,0.57464,0.57827,0.56939,0.57289,0.56689,0.56677,0.58977,0.55952
69,0.57452,0.56302,0.58452,0.57177,0.58239,0.55164,0.56977,0.56977
70,0.56302,0.58077,0.57689,0.56252,0.54052,0.59227,0.54389,0.57889
71,0.58064,0.56802,0.57314,0.57889,0.60077,0.54164,0.59839,0.54089
72,0.56377,0.57027,0.58664,0.56189,0.56102,0.60052,0.54839,0.60027
73,0.57327,0.57764,0.56864,0.57252,0.56589,0.56539,0.58902,0.55889
74,0.57427,0.56264,0.58414,0.57202,0.58264,0.54964,0.56927,0.56664
75,0.56289,0.57952,0.57802,0.56127,0.54002,0.59264,0.54264,0.57989
76,0.58014,0.56639,0.57339,0.57852,0.60127,0.54252,0.59802,0.54039
77,0.56327,0.57002,0.58639,0.56164,0.56189,0.59977,0.54989,0.59977
78,0.57214,0.57889,0.56864,0.57239,0.56252,0.56739,0.58539,0.56077
79,0.57402,0.56214,0.58377,0.57189,0.58502,0.54914,0.57102,0.56439
80,0.56264,0.57989,0.57752,0.56164,0.53964,0.59502,0.54289,0.58177
81,0.58002,0.56864,0.57239,0.57827,0.59989,0.54327,0.59827,0.54014
82,0.56452,0.56864,0.58639,0.56102,0.56214,0.59864,0.55114,0.60002
83,0.57214,0.57864,0.56902,0.57114,0.56039,0.56727,0.58352,0.56152
84,0.57527,0.56289,0.58302,0.57202,0.58564,0.54739,0.57202,0.56139
85,0.56177,0.57927,0.57802,0.56127,0.53914,0.59489,0.54214,0.58314
86,0.57964,0.56827,0.57152,0.57839,0.60064,0.54377,0.59752,0.53927
87,0.56527,0.56902,0.58639,0.56289,0.56402,0.59639,0.55264,0.59977
88,0.57164,0.57939,0.56989,0.57027,0.55777,0.56777,0.57939,0.56252
89,0.57577,0.56177,0.58189,0.57389,0.58689,0.54639,0.57389,0.55914
90,0.56202,0.57939,0.57802,0.56102,0.53977,0.59602,0.54114,0.58514
91,0.57939,0.56889,0.57114,0.57827,0.60164,0.54627,0.59864,0.53914
92,0.56502,0.56839,0.58602,0.56252,0.56489,0.59477,0.55527,0.60064
93,0.57064,0.57927,0.56877,0.57052,0.55377,0.56852,0.57527,0.56414
94,0.57614,0.56227,0.58177,0.57214,0.58902,0.54564,0.57614,0.55552
95,0.56189,0.57864,0.57864,0.56064,0.53939,0.59777,0.54152,0.58752
96,0.57914,0.56939,0.57027,0.57814,0.60039,0.54652,0.59877,0.53914
97,0.56564,0.56727,0.58664,0.56277,0.56514,0.59252,0.55677,0.60064
98,0.57027,0.57864,0.56977,0.56877,0.55227,0.56877,0.57152,0.56477
99,0.57614,0.56252,0.58052,0.57464,0.59102,0.54502,0.57752,0.55314
100,0.56114,0.57814,0.57927,0.55952,0.53964,0.59864,0.53989,0.58964
101,0.57852,0.57039,0.57114,0.57702,0.59989,0.54877,0.59989,0.53914
102,0.56627,0.56664,0.58739,0.56339,0.56564,0.58914,0.55839,0.60052
103,0.56939,0.58027,0.57039,0.56814,0.55039,0.57014,0.56639,0.56514
104,0.57777,0.56214,0.58052,0.57539,0.59277,0.54389,0.58064,0.55052
105,0.56139,0.57752,0.58002,0.55952,0.54127,0.59802,0.53989,0.59114
106,0.57839,0.57177,0.56977,0.57752,0.59964,0.55089,0.59989,0.54014
107,0.56702,0.56677,0.58739,0.56414,0.56602,0.58452,0.56064,0.59839
108,0.56814,0.58027,0.57089,0.56702,0.54777,0.57202,0.56289,0.56527
109,0.57789,0.56227,0.58039,0.57564,0.59477,0.54289,0.58277,0.54839
110,0.56127,0.57677,0.58152,0.56014,0.54314,0.59927,0.53902,0.59264
111,0.57802,0.57164,0.56952,0.57714,0.59714,0.55339,0.60027,0.54214
112,0.56752,0.56577,0.58689,0.56464,0.56752,0.58164,0.56227,0.59802
113,0.56839,0.58039,0.57064,0.56739,0.54727,0.57327,0.56027,0.56552
114,0.57839,0.56364,0.57839,0.57602,0.59477,0.54214,0.58402,0.54752
115,0.56177,0.57702,0.58102,0.55977,0.54464,0.59889,0.53939,0.59439
116,0.57814,0.57227,0.56914,0.57689,0.59439,0.55564,0.60027,0.54302
117,0.56827,0.56539,0.58639,0.56602,0.56689,0.57839,0.56264,0.59577
118,0.56677,0.58077,0.57227,0.56639,0.54627,0.57464,0.55677,0.56639
119,0.57814,0.56277,0.57789,0.57639,0.59577,0.54139,0.58564,0.54602
120,0.56127,0.57589,0.58177,0.55964,0.54727,0.59939,0.53977,0.59552
121,0.57777,0.57252,0.56952,0.57664,0.59277,0.55664,0.60027,0.54477
122,0.56827,0.56439,0.58677,0.56702,0.56814,0.57539,0.56414,0.59439
123,0.56627,0.57977,0.57202,0.56414,0.54527,0.57652,0.55652,0.56639
124,0.57814,0.56402,0.57802,0.57652,0.59714,0.54327,0.58627,0.54614
125,0.56114,0.57602,0.58289,0.55889,0.54689,0.59914,0.53964,0.59589
126,0.57777,0.57352,0.56889,0.57627,0.59239,0.55852,0.60002,0.54527
127,0.56889,0.56502,0.58652,0.56514,0.56739,0.57364,0.56377,0.59452
128,0.56652,0.58139,0.57252,0.56577,0.54489,0.57777,0.55502,0.56664
129,0.57827,0.56302,0.57727,0.57564,0.59764,0.54177,0.58864,0.54514
130,0.56164,0.57427,0.58277,0.55964,0.54839,0.60027,0.53939,0.59664
131,0.57689,0.57389,0.56864,0.57614,0.59139,0.55827,0.60052,0.54627
132,0.56902,0.56352,0.58677,0.56689,0.56877,0.57164,0.56539,0.59264
133,0.56652,0.58164,0.57264,0.56502,0.54452,0.57877,0.55377,0.56739
134,0.57889,0.56402,0.57689,0.57689,0.59802,0.54089,0.58964,0.54464
135,0.56164,0.57527,0.58314,0.55952,0.54802,0.60077,0.53939,0.59702
136,0.57689,0.57452,0.56827,0.57627,0.59002,0.55914,0.60077,0.54589
137,0.56964,0.56427,0.58614,0.56764,0.57002,0.56939,0.56427,0.59177
138,0.56589,0.58089,0.57277,0.56564,0.54489,0.58089,0.55277,0.56702
